time,inst,cpy cycles,misses,pages,switches,bus,pref
339,7,5,4376,0,0,0,197
338,7,3,3356,0,0,0,231
336,7,3,3517,0,0,0,209
336,7,3,3424,0,0,0,215
335,7,4,4371,0,0,0,186
333,7,3,3349,0,0,0,249
332,7,3,3350,0,0,0,204
331,7,2,2496,0,0,0,182
330,7,4,3891,0,0,0,198
330,7,4,4073,0,0,0,210
329,7,4,3464,0,0,0,216
328,7,3,3385,0,0,0,206
328,7,3,3401,0,0,0,247
328,7,3,3353,0,0,0,198
328,7,6,5230,0,0,0,190
324,7,3,3215,0,0,0,226
324,7,4,3890,0,0,0,194
323,7,3,3144,0,0,0,216
319,7,3,3099,0,0,0,190
319,7,2,2470,0,0,0,165
319,7,4,3838,0,0,0,160
318,7,3,3335,0,0,0,214
317,7,3,3370,0,0,0,182
315,7,3,3144,0,0,0,200
315,7,2,2498,0,0,0,184
315,7,3,3200,0,0,0,212
315,7,3,2964,0,0,0,197
314,7,4,3526,0,0,0,195
314,7,4,3616,0,0,0,233
313,7,3,3373,0,0,0,209
311,7,2,2334,0,0,0,160
311,7,3,2724,0,0,0,189
309,7,4,3548,0,0,0,240
309,7,3,3323,0,0,0,255
308,7,3,3509,0,0,0,221
308,7,4,3728,0,0,0,224
307,7,3,3437,0,0,0,205
307,7,2,2299,0,0,0,179
307,7,3,3102,0,0,0,228
306,7,3,3451,0,0,0,225
305,7,3,3270,0,0,0,236
305,7,5,4584,0,0,0,173
304,7,3,3425,0,0,0,246
304,7,3,2875,0,0,0,197
304,7,3,3441,0,0,0,197
302,7,3,3341,0,0,0,240
302,7,3,3233,0,0,0,234
302,7,3,3237,0,0,0,222
302,7,4,3674,0,0,0,205
301,7,4,3839,0,0,0,216
301,7,3,3279,0,0,0,220
301,7,3,3327,0,0,0,193
301,7,4,3648,0,0,0,200
300,7,3,3529,0,0,0,254
300,7,3,3286,0,0,0,221
300,7,4,4109,0,0,0,199
298,7,3,3009,0,0,0,207
298,7,4,3332,0,0,0,201
298,7,5,4186,0,0,0,188
297,7,3,3346,0,0,0,265
297,7,3,3428,0,0,0,220
297,7,3,3162,0,0,0,202
297,7,3,3039,0,0,0,204
295,7,3,3057,0,0,0,186
295,7,3,3352,0,0,0,283
294,7,3,3087,0,0,0,243
294,7,3,3256,0,0,0,260
294,7,3,3285,0,0,0,222
294,7,3,3486,0,0,0,179
294,7,4,3900,0,0,0,184
294,7,3,3177,0,0,0,218
293,7,4,3622,0,0,0,204
291,7,2,2552,0,0,0,179
291,7,3,3861,0,0,0,184
291,7,4,3792,0,0,0,176
290,7,3,3273,0,0,0,210
290,7,3,2987,0,0,0,257
290,7,4,3398,0,0,0,232
290,7,3,3022,0,0,0,191
290,7,5,4672,0,0,0,163
290,7,2,2305,0,0,0,172
289,7,3,3463,0,0,0,246
289,7,4,3393,0,0,0,205
289,7,3,3285,0,0,0,237
289,7,2,2445,0,0,0,171
288,7,4,3501,0,0,0,210
287,7,3,3169,0,0,0,226
287,7,2,2461,0,0,0,167
286,7,3,3274,0,0,0,234
285,7,3,3210,0,0,0,207
284,7,2,2551,0,0,0,182
283,7,2,2467,0,0,0,167
283,7,2,2420,0,0,0,169
283,7,4,3496,0,0,0,225
282,7,3,3311,0,0,0,234
282,7,2,2420,0,0,0,167
281,7,3,2840,0,0,0,197
281,7,3,2958,0,0,0,187
281,7,4,3782,0,0,0,198
281,7,3,3554,0,0,0,233
280,7,3,3386,0,0,0,218
279,7,2,2396,0,0,0,146
277,7,2,2443,0,0,0,175
277,7,5,4174,0,0,0,196
277,7,2,2413,0,0,0,163
277,7,3,2893,0,0,0,214
276,7,3,2985,0,0,0,203
276,7,3,3272,0,0,0,266
276,7,5,4462,0,0,0,171
276,7,3,3019,0,0,0,194
274,7,3,3057,0,0,0,230
274,7,2,2421,0,0,0,173
274,7,2,2408,0,0,0,174
274,7,3,3029,0,0,0,193
273,7,4,4858,0,0,0,187
273,7,4,3373,0,0,0,218
272,7,3,3064,0,0,0,230
272,7,3,3955,0,0,0,192
271,7,3,3072,0,0,0,219
271,7,3,3188,0,0,0,228
271,7,4,4044,0,0,0,206
271,7,2,2413,0,0,0,176
270,7,4,3959,0,0,0,170
270,7,3,3237,0,0,0,255
269,7,3,2698,0,0,0,162
269,7,3,2838,0,0,0,189
269,7,3,3332,0,0,0,213
269,7,3,2792,0,0,0,186
269,12,9,9120,0,0,0,920
268,7,3,3015,0,0,0,208
268,7,3,3354,0,0,0,192
268,7,3,3344,0,0,0,192
268,7,3,3243,0,0,0,216
268,7,2,2651,0,0,0,185
267,7,3,2714,0,0,0,192
267,7,3,3050,0,0,0,195
267,7,3,2949,0,0,0,204
267,7,3,3175,0,0,0,233
267,7,3,3180,0,0,0,198
267,7,3,3662,0,0,0,170
266,7,2,2424,0,0,0,166
266,7,3,3546,0,0,0,176
265,7,3,2839,0,0,0,185
265,7,3,3026,0,0,0,196
265,7,3,3313,0,0,0,228
264,7,4,3660,0,0,0,215
264,7,3,3149,0,0,0,213
264,7,3,3359,0,0,0,211
264,7,2,2399,0,0,0,163
263,7,3,3177,0,0,0,172
263,7,2,2410,0,0,0,163
262,7,3,3037,0,0,0,225
262,7,3,3310,0,0,0,220
262,7,3,3615,0,0,0,191
262,7,4,3352,0,0,0,190
262,7,2,2395,0,0,0,157
260,7,2,2276,0,0,0,165
260,7,2,2414,0,0,0,180
260,7,2,2389,0,0,0,171
260,7,3,3139,0,0,0,185
260,7,4,3559,0,0,0,187
260,7,2,2268,0,0,0,162
259,7,3,3328,0,0,0,219
259,7,3,3300,0,0,0,198
259,7,3,3505,0,0,0,220
258,7,2,2421,0,0,0,178
258,7,3,3404,0,0,0,178
258,7,2,2404,0,0,0,170
257,7,3,3294,0,0,0,249
257,7,3,2676,0,0,0,209
257,7,3,3241,0,0,0,205
257,7,3,3166,0,0,0,225
257,7,3,2706,0,0,0,184
257,7,2,2587,0,0,0,181
257,7,2,2400,0,0,0,168
257,7,2,2404,0,0,0,168
257,7,3,2993,0,0,0,220
257,7,2,2378,0,0,0,163
256,7,11,9901,0,0,0,187
256,7,4,3529,0,0,0,154
256,7,2,2396,0,0,0,177
255,7,3,3296,0,0,0,254
255,7,2,2413,0,0,0,179
255,7,2,2516,0,0,0,203
255,7,2,2270,0,0,0,173
255,7,2,2412,0,0,0,165
255,7,3,2751,0,0,0,199
254,7,7,4000,0,0,0,181
254,7,3,2845,0,0,0,189
254,7,3,3267,0,0,0,184
254,7,2,2385,0,0,0,165
254,7,2,2262,0,0,0,166
253,7,2,2250,0,0,0,161
253,7,3,3351,0,0,0,180
253,7,3,2722,0,0,0,178
253,7,2,2508,0,0,0,184
252,7,3,3446,0,0,0,197
252,7,3,2898,0,0,0,191
252,7,2,2397,0,0,0,170
252,7,2,2375,0,0,0,152
251,7,3,2724,0,0,0,192
251,7,2,2367,0,0,0,165
251,7,2,2269,0,0,0,175
250,7,3,3065,0,0,0,191
249,7,2,2517,0,0,0,183
249,7,2,2245,0,0,0,169
249,7,2,2244,0,0,0,167
249,7,4,3402,0,0,0,236
249,7,2,2378,0,0,0,171
249,7,2,2402,0,0,0,176
247,7,3,2919,0,0,0,201
247,7,3,2715,0,0,0,176
246,7,3,2947,0,0,0,175
246,7,3,3026,0,0,0,201
246,7,2,2632,0,0,0,184
246,7,5,4112,0,0,0,185
245,7,3,2859,0,0,0,181
245,7,3,2913,0,0,0,166
245,7,3,3246,0,0,0,212
245,7,2,2249,0,0,0,186
244,7,4,2946,0,0,0,207
244,7,3,2933,0,0,0,199
244,7,2,2484,0,0,0,180
243,7,3,3257,0,0,0,195
243,7,2,2354,0,0,0,166
243,7,4,4400,0,0,0,190
243,7,5,5271,0,0,0,178
243,7,3,2990,0,0,0,170
242,7,3,2668,0,0,0,188
242,7,2,2391,0,0,0,180
241,7,2,2591,0,0,0,186
241,7,3,3073,0,0,0,215
241,7,2,2369,0,0,0,171
241,7,3,2726,0,0,0,193
241,7,4,3538,0,0,0,216
241,7,3,3171,0,0,0,202
240,7,3,3212,0,0,0,210
240,7,2,2447,0,0,0,186
240,7,4,3378,0,0,0,192
240,7,2,2523,0,0,0,173
238,7,3,3234,0,0,0,216
238,7,3,3120,0,0,0,186
238,7,3,3286,0,0,0,194
238,7,3,2822,0,0,0,205
238,7,4,3520,0,0,0,204
237,7,2,2498,0,0,0,168
237,7,3,2666,0,0,0,190
237,7,2,2388,0,0,0,155
237,7,2,2220,0,0,0,169
236,7,3,3441,0,0,0,189
236,7,3,2724,0,0,0,186
236,7,3,2716,0,0,0,188
235,7,3,3126,0,0,0,145
235,7,3,2635,0,0,0,195
235,7,3,3058,0,0,0,178
235,7,3,2895,0,0,0,179
235,7,2,2521,0,0,0,191
235,7,3,2597,0,0,0,185
235,7,2,2378,0,0,0,174
235,7,3,2773,0,0,0,179
234,7,3,2789,0,0,0,196
234,7,3,2685,0,0,0,192
234,7,3,3027,0,0,0,208
234,7,2,2570,0,0,0,183
234,7,5,3438,0,0,0,201
234,7,2,2354,0,0,0,160
234,7,2,2407,0,0,0,160
233,7,3,2855,0,0,0,173
233,7,3,2881,0,0,0,192
232,7,2,2620,0,0,0,183
232,7,2,2392,0,0,0,162
232,7,3,3074,0,0,0,185
232,7,3,3054,0,0,0,209
232,7,3,3058,0,0,0,192
232,7,2,2494,0,0,0,188
232,7,3,3297,0,0,0,175
232,7,3,3453,0,0,0,269
232,7,2,2427,0,0,0,169
231,7,2,2485,0,0,0,187
231,7,2,2377,0,0,0,175
231,7,3,3070,0,0,0,212
231,7,3,2698,0,0,0,170
231,7,3,2915,0,0,0,191
231,7,3,3373,0,0,0,195
230,7,3,2872,0,0,0,199
230,7,2,2507,0,0,0,167
230,7,2,2432,0,0,0,194
230,7,3,2769,0,0,0,233
230,7,3,2650,0,0,0,197
230,7,3,2674,0,0,0,188
230,7,3,3182,0,0,0,185
229,7,3,3565,0,0,0,187
229,7,3,2665,0,0,0,193
229,7,3,2789,0,0,0,191
229,7,2,2592,0,0,0,186
229,7,2,2466,0,0,0,165
229,7,3,2638,0,0,0,195
229,7,2,2357,0,0,0,168
228,7,2,2358,0,0,0,178
228,7,2,2375,0,0,0,158
228,7,3,2704,0,0,0,212
228,7,2,2367,0,0,0,164
228,7,3,2838,0,0,0,193
228,7,3,3319,0,0,0,166
228,7,2,2364,0,0,0,162
227,7,4,3552,0,0,0,189
227,7,3,2703,0,0,0,209
227,7,3,3067,0,0,0,211
227,7,2,2380,0,0,0,164
227,7,2,2391,0,0,0,173
227,7,2,2350,0,0,0,181
227,7,3,2753,0,0,0,201
227,7,3,2811,0,0,0,202
227,7,4,3668,0,0,0,188
227,7,4,3445,0,0,0,191
227,7,3,2694,0,0,0,185
226,7,3,2713,0,0,0,198
226,7,3,3240,0,0,0,181
226,7,2,2366,0,0,0,156
226,7,2,2366,0,0,0,163
226,7,2,2384,0,0,0,167
226,7,2,2352,0,0,0,163
226,7,3,2970,0,0,0,195
226,7,2,2356,0,0,0,173
226,7,3,3138,0,0,0,197
226,7,3,2804,0,0,0,166
225,7,2,2359,0,0,0,167
225,7,3,2768,0,0,0,203
225,7,2,2351,0,0,0,164
225,7,2,2386,0,0,0,162
225,7,2,2375,0,0,0,164
225,7,3,3056,0,0,0,185
225,7,2,2601,0,0,0,217
225,7,2,2364,0,0,0,178
224,7,2,2573,0,0,0,188
224,7,3,3003,0,0,0,231
224,7,2,2375,0,0,0,160
224,7,3,2992,0,0,0,190
224,7,2,2348,0,0,0,174
224,7,2,2391,0,0,0,168
224,7,3,2917,0,0,0,175
223,7,2,2369,0,0,0,191
223,7,2,2483,0,0,0,185
223,7,2,2490,0,0,0,173
223,7,3,3335,0,0,0,219
223,7,3,2981,0,0,0,177
223,7,2,2362,0,0,0,164
223,7,2,2413,0,0,0,170
222,7,4,3771,0,0,0,170
222,7,3,2855,0,0,0,181
222,7,2,2379,0,0,0,181
222,7,2,2529,0,0,0,184
222,7,2,2348,0,0,0,162
222,7,2,2340,0,0,0,164
222,7,2,2378,0,0,0,169
222,7,2,2372,0,0,0,166
222,7,4,3541,0,0,0,189
222,7,2,2370,0,0,0,170
222,7,7,2846,0,0,0,170
222,7,2,2360,0,0,0,165
222,7,2,2377,0,0,0,174
221,7,3,2678,0,0,0,202
221,7,3,3349,0,0,0,215
221,7,3,2676,0,0,0,186
221,7,2,2377,0,0,0,168
221,7,2,2409,0,0,0,191
221,7,2,2335,0,0,0,174
221,7,2,2360,0,0,0,165
221,7,2,2435,0,0,0,170
221,7,2,2347,0,0,0,167
221,7,2,2349,0,0,0,178
220,7,3,2628,0,0,0,195
220,7,2,2367,0,0,0,173
220,7,3,3391,0,0,0,191
220,7,2,2365,0,0,0,168
220,7,3,2726,0,0,0,189
220,7,2,2361,0,0,0,168
220,7,2,2360,0,0,0,185
220,7,2,2382,0,0,0,177
220,7,2,2367,0,0,0,169
220,7,2,2326,0,0,0,160
220,7,2,2354,0,0,0,161
220,7,2,2385,0,0,0,187
220,7,2,2376,0,0,0,160
220,7,3,2857,0,0,0,186
219,7,3,2602,0,0,0,186
219,7,2,2202,0,0,0,162
219,7,2,2547,0,0,0,151
219,7,3,2882,0,0,0,181
219,7,2,2596,0,0,0,197
219,7,2,2367,0,0,0,175
219,7,2,2357,0,0,0,184
219,7,2,2360,0,0,0,175
219,7,3,2774,0,0,0,187
219,7,2,2341,0,0,0,157
218,7,3,2651,0,0,0,179
218,7,3,2687,0,0,0,184
218,7,2,2391,0,0,0,169
218,7,2,2382,0,0,0,158
218,7,3,2762,0,0,0,190
218,7,4,3006,0,0,0,170
218,7,4,3647,0,0,0,184
218,7,2,2342,0,0,0,164
218,7,2,2337,0,0,0,167
218,7,2,2468,0,0,0,165
218,7,2,2380,0,0,0,184
218,7,2,2362,0,0,0,170
218,7,3,2693,0,0,0,174
218,7,2,2340,0,0,0,176
218,7,2,2333,0,0,0,163
217,7,3,3132,0,0,0,218
217,7,2,2354,0,0,0,161
217,7,3,2747,0,0,0,201
217,7,2,2354,0,0,0,167
217,7,2,2351,0,0,0,184
217,7,2,2377,0,0,0,189
217,7,2,2337,0,0,0,171
217,7,2,2356,0,0,0,181
217,7,2,2359,0,0,0,165
217,7,3,3067,0,0,0,167
217,7,3,3033,0,0,0,190
217,7,2,2571,0,0,0,192
217,7,2,2634,0,0,0,179
217,7,5,4849,0,0,0,871
216,7,3,2868,0,0,0,166
216,7,2,2383,0,0,0,167
216,7,2,2350,0,0,0,182
216,7,4,3512,0,0,0,190
216,7,2,2206,0,0,0,164
216,7,2,2340,0,0,0,164
216,7,3,2628,0,0,0,193
216,7,3,2835,0,0,0,199
216,7,2,2360,0,0,0,164
216,7,2,2367,0,0,0,162
216,7,2,2611,0,0,0,185
216,7,2,2375,0,0,0,165
216,7,2,2370,0,0,0,174
216,7,2,2360,0,0,0,176
216,7,5,5146,0,0,0,160
216,7,2,2391,0,0,0,184
216,7,3,3139,0,0,0,191
215,7,2,2481,0,0,0,181
215,7,2,2362,0,0,0,178
215,7,2,2504,0,0,0,201
215,7,3,3260,0,0,0,174
215,7,2,2341,0,0,0,175
215,7,3,2831,0,0,0,202
215,7,3,2822,0,0,0,189
215,7,3,2636,0,0,0,184
215,7,2,2370,0,0,0,176
215,7,3,3016,0,0,0,177
214,7,3,2665,0,0,0,186
214,7,2,2345,0,0,0,185
214,7,2,2371,0,0,0,184
214,7,3,2712,0,0,0,182
214,7,2,2441,0,0,0,177
214,7,3,3305,0,0,0,206
214,7,2,2415,0,0,0,170
214,7,2,2355,0,0,0,159
214,7,2,2356,0,0,0,174
214,7,2,2232,0,0,0,173
214,7,2,2362,0,0,0,173
214,7,2,2363,0,0,0,168
214,7,4,4357,0,0,0,165
214,7,2,2358,0,0,0,182
214,7,2,2381,0,0,0,176
213,7,5,4697,0,0,0,179
213,7,2,2335,0,0,0,173
213,7,2,2338,0,0,0,168
213,7,2,2370,0,0,0,169
213,7,4,3677,0,0,0,189
213,7,2,2243,0,0,0,166
213,7,2,2327,0,0,0,171
213,7,2,2367,0,0,0,167
213,7,2,2340,0,0,0,163
213,7,2,2363,0,0,0,174
213,7,3,2646,0,0,0,192
213,7,2,2363,0,0,0,183
213,7,2,2341,0,0,0,166
213,7,2,2339,0,0,0,162
213,7,2,2356,0,0,0,164
213,7,2,2349,0,0,0,168
213,7,2,2338,0,0,0,173
213,7,2,2342,0,0,0,167
213,7,2,2547,0,0,0,197
213,7,2,2415,0,0,0,181
213,7,2,2347,0,0,0,160
213,7,7,6643,0,0,0,169
213,7,2,2344,0,0,0,169
212,7,3,2967,0,0,0,233
212,7,2,2395,0,0,0,172
212,7,2,2329,0,0,0,164
212,7,2,2405,0,0,0,175
212,7,3,2837,0,0,0,208
212,7,3,3021,0,0,0,223
212,7,2,2332,0,0,0,157
212,7,2,2360,0,0,0,186
212,7,2,2356,0,0,0,172
212,7,2,2366,0,0,0,173
212,7,2,2351,0,0,0,171
212,7,2,2354,0,0,0,174
212,7,2,2360,0,0,0,168
212,7,2,2385,0,0,0,185
212,7,2,2496,0,0,0,196
212,7,2,2368,0,0,0,172
212,7,2,2365,0,0,0,173
212,7,2,2357,0,0,0,178
212,7,2,2349,0,0,0,169
211,7,2,2474,0,0,0,170
211,7,3,3062,0,0,0,230
211,7,2,2621,0,0,0,199
211,7,2,2348,0,0,0,158
211,7,2,2386,0,0,0,172
211,7,2,2332,0,0,0,164
211,7,3,2942,0,0,0,205
211,7,2,2333,0,0,0,161
211,7,2,2218,0,0,0,172
211,7,2,2335,0,0,0,167
211,7,2,2344,0,0,0,167
211,7,2,2365,0,0,0,169
211,7,2,2353,0,0,0,169
211,7,4,3780,0,0,0,188
211,7,2,2340,0,0,0,159
211,7,2,2211,0,0,0,163
210,7,3,2846,0,0,0,193
210,7,2,2548,0,0,0,174
210,7,2,2362,0,0,0,158
210,7,2,2484,0,0,0,181
210,7,2,2343,0,0,0,178
210,7,2,2353,0,0,0,156
210,7,2,2228,0,0,0,168
210,7,2,2372,0,0,0,159
210,7,2,2362,0,0,0,168
210,7,2,2347,0,0,0,160
210,7,3,3426,0,0,0,185
210,7,2,2336,0,0,0,160
210,7,2,2335,0,0,0,164
210,7,2,2427,0,0,0,180
210,7,3,2796,0,0,0,179
210,7,2,2339,0,0,0,155
209,7,2,2382,0,0,0,181
209,7,3,2904,0,0,0,199
209,7,2,2568,0,0,0,182
209,7,2,2531,0,0,0,176
209,7,2,2354,0,0,0,179
209,7,2,2220,0,0,0,167
209,7,3,3268,0,0,0,178
209,7,3,2785,0,0,0,177
209,7,3,3121,0,0,0,155
209,7,2,2358,0,0,0,175
209,7,3,2754,0,0,0,175
209,7,2,2365,0,0,0,168
209,7,3,2630,0,0,0,211
209,7,2,2467,0,0,0,194
209,7,2,2350,0,0,0,170
209,7,2,2343,0,0,0,168
209,7,2,2228,0,0,0,163
209,7,2,2429,0,0,0,166
209,7,2,2343,0,0,0,163
209,7,2,2355,0,0,0,163
209,7,2,2350,0,0,0,167
209,7,2,2325,0,0,0,163
209,7,3,2864,0,0,0,192
209,7,2,2211,0,0,0,174
208,7,2,2351,0,0,0,174
208,7,2,2550,0,0,0,188
208,7,2,2205,0,0,0,170
208,7,2,2335,0,0,0,162
208,7,2,2348,0,0,0,170
208,7,2,2359,0,0,0,166
208,7,2,2407,0,0,0,181
208,7,3,2939,0,0,0,207
208,7,4,3938,0,0,0,163
208,7,2,2367,0,0,0,162
208,7,2,2464,0,0,0,174
208,7,3,2650,0,0,0,187
208,7,2,2334,0,0,0,157
208,7,2,2546,0,0,0,180
208,7,2,2359,0,0,0,167
208,7,2,2245,0,0,0,180
207,7,3,2873,0,0,0,197
207,7,3,2764,0,0,0,177
207,7,2,2352,0,0,0,184
207,7,2,2373,0,0,0,158
207,7,3,3322,0,0,0,178
207,7,2,2477,0,0,0,188
207,7,2,2198,0,0,0,158
207,7,2,2357,0,0,0,168
207,7,2,2333,0,0,0,161
207,7,2,2215,0,0,0,169
207,7,2,2350,0,0,0,163
207,7,2,2213,0,0,0,177
207,7,2,2503,0,0,0,187
207,7,2,2333,0,0,0,169
207,7,2,2353,0,0,0,162
207,7,3,3181,0,0,0,201
207,7,2,2570,0,0,0,184
207,7,2,2216,0,0,0,171
207,7,2,2211,0,0,0,182
207,7,2,2469,0,0,0,177
206,7,2,2202,0,0,0,164
206,7,3,2752,0,0,0,201
206,7,3,2631,0,0,0,184
206,7,2,2254,0,0,0,176
206,7,3,2998,0,0,0,176
206,7,2,2319,0,0,0,159
206,7,2,2204,0,0,0,167
206,7,2,2211,0,0,0,175
206,7,2,2344,0,0,0,161
206,7,2,2228,0,0,0,179
206,7,2,2594,0,0,0,194
206,7,2,2503,0,0,0,170
206,7,2,2429,0,0,0,171
206,7,2,2351,0,0,0,172
205,7,2,2347,0,0,0,174
205,7,2,2187,0,0,0,159
205,7,3,3158,0,0,0,206
205,7,2,2425,0,0,0,164
205,7,3,3111,0,0,0,202
205,7,2,2203,0,0,0,158
205,7,2,2593,0,0,0,176
205,7,2,2226,0,0,0,171
205,7,2,2354,0,0,0,152
205,7,2,2328,0,0,0,161
205,7,2,2589,0,0,0,192
205,7,2,2229,0,0,0,177
205,7,2,2460,0,0,0,187
205,7,2,2541,0,0,0,187
205,7,2,2212,0,0,0,177
205,7,2,2349,0,0,0,176
205,7,2,2351,0,0,0,156
204,7,4,3387,0,0,0,193
204,7,4,3566,0,0,0,193
204,7,2,2594,0,0,0,172
204,7,2,2345,0,0,0,174
204,7,2,2359,0,0,0,150
204,7,3,2767,0,0,0,204
204,7,2,2383,0,0,0,180
203,7,2,2208,0,0,0,189
203,7,2,2453,0,0,0,208
203,7,2,2197,0,0,0,168
203,7,2,2352,0,0,0,164
203,7,2,2523,0,0,0,188
203,7,2,2360,0,0,0,167
203,7,2,2591,0,0,0,185
203,7,3,3504,0,0,0,194
203,7,3,3010,0,0,0,190
203,7,3,2970,0,0,0,177
203,7,2,2512,0,0,0,188
203,7,2,2562,0,0,0,204
202,7,2,2444,0,0,0,189
202,7,2,2465,0,0,0,179
202,7,3,2839,0,0,0,213
202,7,3,3091,0,0,0,169
202,7,2,2366,0,0,0,157
202,7,2,2493,0,0,0,167
201,7,4,3998,0,0,0,218
201,7,2,2490,0,0,0,185
201,7,2,2196,0,0,0,173
201,7,3,2726,0,0,0,192
201,7,2,2470,0,0,0,183
201,7,3,3179,0,0,0,183
201,7,2,2464,0,0,0,191
201,7,3,2810,0,0,0,209
201,7,2,2213,0,0,0,172
201,7,2,2189,0,0,0,167
201,7,2,2583,0,0,0,179
200,7,3,3004,0,0,0,219
200,7,2,2572,0,0,0,189
200,7,3,2747,0,0,0,181
200,7,3,2872,0,0,0,158
200,7,3,2618,0,0,0,205
200,7,3,3412,0,0,0,181
200,7,2,2464,0,0,0,177
200,7,2,2464,0,0,0,192
200,7,2,2539,0,0,0,182
200,7,2,2402,0,0,0,172
200,7,3,3398,0,0,0,199
200,7,2,2308,0,0,0,154
200,7,2,2352,0,0,0,167
200,7,2,2200,0,0,0,178
200,7,2,2206,0,0,0,169
200,7,2,2443,0,0,0,196
200,7,3,2625,0,0,0,184
200,7,2,2445,0,0,0,192
200,7,5,4527,0,0,0,159
199,7,2,2316,0,0,0,205
199,7,2,2569,0,0,0,188
199,7,3,2839,0,0,0,212
199,7,2,2406,0,0,0,183
199,7,2,2416,0,0,0,190
199,7,2,2333,0,0,0,149
199,7,2,2575,0,0,0,180
199,7,3,2768,0,0,0,189
199,7,2,2459,0,0,0,170
198,7,3,2810,0,0,0,212
198,7,3,2939,0,0,0,190
198,7,2,2326,0,0,0,153
198,7,2,2347,0,0,0,168
198,7,3,2909,0,0,0,239
198,7,2,2414,0,0,0,168
198,7,2,2332,0,0,0,154
198,7,2,2352,0,0,0,148
198,7,2,2332,0,0,0,154
198,7,3,2823,0,0,0,158
198,7,2,2337,0,0,0,164
198,7,2,2333,0,0,0,173
198,7,2,2388,0,0,0,184
198,7,2,2215,0,0,0,164
198,7,2,2326,0,0,0,149
197,7,2,2200,0,0,0,153
197,7,2,2196,0,0,0,165
197,7,2,2505,0,0,0,196
197,7,3,2809,0,0,0,184
197,7,3,2752,0,0,0,192
197,7,3,2890,0,0,0,181
197,7,3,2738,0,0,0,178
197,7,2,2508,0,0,0,194
197,7,3,2840,0,0,0,174
197,7,2,2492,0,0,0,168
197,7,2,2329,0,0,0,148
197,7,6,5212,0,0,0,168
197,7,2,2354,0,0,0,164
196,7,2,2373,0,0,0,158
196,7,3,2850,0,0,0,175
196,7,2,2189,0,0,0,158
196,7,2,2362,0,0,0,170
196,7,3,3129,0,0,0,199
196,7,2,2488,0,0,0,163
196,7,2,2330,0,0,0,152
196,7,2,2391,0,0,0,173
196,7,2,2334,0,0,0,156
196,7,2,2567,0,0,0,173
196,7,3,3283,0,0,0,191
196,7,2,2484,0,0,0,184
196,7,2,2369,0,0,0,178
196,7,2,2328,0,0,0,165
196,7,2,2416,0,0,0,179
195,7,3,2780,0,0,0,174
195,7,2,2463,0,0,0,173
195,7,3,2844,0,0,0,184
195,7,2,2542,0,0,0,174
195,7,3,2749,0,0,0,207
195,7,3,2799,0,0,0,193
195,7,2,2385,0,0,0,147
195,7,2,2435,0,0,0,170
195,7,2,2458,0,0,0,177
