1,2,1,0,0,0
46,2,1,0,0,0
45,1,1,0,0,0
44,2,0,3,0,0
42,2,8,3,0,0
25,2,6,3,0,0
22,2,6,3,0,0
20,2,5,3,0,0
16,2,5,3,0,0
13,2,4,3,0,0
12,2,3,3,0,0
0,2,7,3,0,0
43,2,9,3,0,0
42,2,3,3,0,0
41,2,3,3,0,0
40,2,3,3,0,0
40,2,5,3,0,0
39,2,1,0,0,0
38,2,7,3,0,0
38,2,3,3,0,0
38,2,1,3,0,0
38,2,1,0,0,0
37,2,5,3,0,0
37,2,2,3,0,0
36,2,4,3,0,0
35,2,4,3,0,0
34,2,2,3,0,0
34,2,2,3,0,0
34,2,5,3,0,0
34,2,1,3,0,0
33,2,2,3,0,0
33,2,2,3,0,0
33,2,6,3,0,0
32,2,2,3,0,0
32,2,3,3,0,0
31,2,4,3,0,0
30,2,4,3,0,0
30,2,2,3,0,0
30,2,3,3,0,0
30,2,7,3,0,0
29,2,4,3,0,0
29,2,6,3,0,0
29,2,3,3,0,0
29,2,4,3,0,0
29,2,5,3,0,0
28,2,5,3,0,0
28,2,3,3,0,0
28,2,7,3,0,0
28,2,4,3,0,0
27,2,4,3,0,0
27,2,3,3,0,0
27,2,4,3,0,0
26,2,3,3,0,0
26,2,3,3,0,0
25,2,3,3,0,0
24,2,4,3,0,0
24,2,2,3,0,0
23,2,2,3,0,0
23,2,3,3,0,0
22,2,5,3,0,0
22,2,4,3,0,0
21,2,4,3,0,0
21,2,5,3,0,0
20,2,5,3,0,0
20,2,3,3,0,0
20,2,4,3,0,0
19,2,3,3,0,0
19,2,4,3,0,0
18,2,5,3,0,0
18,2,2,3,0,0
18,2,4,3,0,0
18,2,4,3,0,0
18,2,5,3,0,0
18,2,3,3,0,0
18,2,3,3,0,0
18,2,3,3,0,0
18,2,4,3,0,0
18,2,3,3,0,0
18,2,3,3,0,0
18,2,2,3,0,0
18,2,4,3,0,0
18,2,4,3,0,0
18,2,4,3,0,0
18,2,3,3,0,0
18,2,3,3,0,0
18,2,3,3,0,0
18,2,6,3,0,0
17,2,3,3,0,0
17,2,4,3,0,0
17,2,3,3,0,0
16,2,3,3,0,0
16,2,2,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,2,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,2,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,2,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,5,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,5,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,2,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
16,2,3,3,0,0
16,2,5,3,0,0
16,2,2,3,0,0
16,2,3,3,0,0
16,2,4,3,0,0
